TransactionID,TransactionDate,StoreID,ProductID,Quantity,UnitPrice,DiscountAmount,GrossSales,NetSales,PaymentMethod,SalesChannel
T000284,2026-05-19 19:32:21,S009,P0008,5,18.79,0.0,93.95,93.95,Cash,Store
T000285,2026-05-04 07:28:42,S006,P0022,5,90.67,45.34,453.35,408.01,Wallet,Store
T000286,2026-05-15 02:01:32,S008,P0075,1,97.7,14.65,97.7,83.05,Card,Store
T000287,2026-05-19 02:06:07,S009,P0017,4,99.39,39.76,397.56,357.8,Wallet,Store
T000288,2026-05-09 00:06:35,S005,P0060,1,59.06,5.91,59.06,53.15,Wallet,Store
T000289,2026-05-14 12:32:38,S010,P0028,1,96.72,0.0,96.72,96.72,Wallet,Store
T000290,2026-05-16 01:09:19,S009,P0009,1,105.05,0.0,105.05,105.05,Card,Store
T000291,2026-05-12 13:55:32,S003,P0053,2,122.01,24.4,244.02,219.62,Card,Store
T000292,2026-05-05 23:47:40,S007,P0049,1,89.38,13.41,89.38,75.97,Card,Store
T000293,2026-05-17 04:38:11,S003,P0016,5,51.68,25.84,258.4,232.56,Wallet,Store
T000294,2026-05-15 19:49:21,S001,P0029,1,38.23,1.91,38.23,36.32,Card,Store
T000295,2026-05-15 12:36:11,S007,P0069,2,173.59,0.0,347.18,347.18,Cash,Store
T000296,2026-05-22 15:15:50,S004,P0036,1,14.43,0.0,14.43,14.43,Wallet,Store
T000297,2026-05-03 03:40:24,S001,P0099,2,44.46,0.0,88.92,88.92,Wallet,Store
T000298,2026-05-08 01:36:38,S008,P0005,5,47.95,0.0,239.75,239.75,Card,Store
T000299,2026-05-25 02:03:18,S004,P0057,5,66.37,0.0,331.85,331.85,Cash,Store
T000300,2026-05-11 21:01:30,S005,P0065,2,32.67,9.8,65.34,55.54,Wallet,Store
T000301,2026-05-05 18:58:41,S006,P0099,2,44.46,4.45,88.92,84.47,Cash,Store
T000302,2026-05-18 21:32:30,S005,P0053,3,122.01,0.0,366.03,366.03,Wallet,Store
T000303,2026-05-02 12:32:23,S007,P0023,5,182.66,91.33,913.3,821.97,Wallet,Store
T000304,2026-05-23 15:09:28,S007,P0086,5,62.39,15.6,311.95,296.35,Card,Store
T000305,2026-05-25 19:35:07,S005,P0020,4,53.57,0.0,214.28,214.28,Card,Store
T000306,2026-05-15 02:05:52,S004,P0031,3,133.01,0.0,399.03,399.03,Wallet,Store
T000307,2026-05-05 14:08:30,S007,P0053,5,122.01,91.51,610.05,518.54,Cash,Store
T000308,2026-05-15 13:30:37,S004,P0033,3,74.69,0.0,224.07,224.07,Cash,Store
T000309,2026-05-13 22:01:34,S004,P0069,1,173.59,8.68,173.59,164.91,Wallet,Store
T000310,2026-05-24 20:20:49,S002,P0006,2,60.11,18.03,120.22,102.19,Cash,Store
T000311,2026-05-01 07:42:42,S004,P0062,3,57.17,8.58,171.51,162.93,Cash,Store
T000312,2026-05-23 22:00:20,S002,P0095,4,181.52,0.0,726.08,726.08,Wallet,Store
T000313,2026-05-11 10:18:21,S007,P0027,2,36.85,11.05,73.7,62.65,Card,Store
T000314,2026-05-09 13:05:39,S009,P0060,3,59.06,8.86,177.18,168.32,Wallet,Store
T000315,2026-05-25 11:39:33,S008,P0064,1,32.29,3.23,32.29,29.06,Cash,Store
T000316,2026-05-19 08:03:22,S006,P0048,4,28.68,0.0,114.72,114.72,Wallet,Store
T000317,2026-05-19 21:05:09,S001,P0019,3,114.2,51.39,342.6,291.21,Wallet,Store
T000318,2026-05-11 08:22:29,S005,P0054,2,38.48,0.0,76.96,76.96,Card,Store
T000319,2026-05-21 12:17:25,S004,P0073,4,156.93,94.16,627.72,533.56,Card,Store
T000320,2026-05-06 12:49:20,S008,P0098,4,88.52,35.41,354.08,318.67,Cash,Store
T000321,2026-05-18 23:22:03,S009,P0018,4,41.56,0.0,166.24,166.24,Cash,Store
T000322,2026-05-25 00:13:56,S001,P0068,1,119.82,0.0,119.82,119.82,Card,Store
T000323,2026-05-01 07:57:48,S004,P0018,1,41.56,0.0,41.56,41.56,Wallet,Store
T000324,2026-05-21 22:26:48,S006,P0059,1,110.73,16.61,110.73,94.12,Card,Store
T000325,2026-05-18 20:05:05,S008,P0085,1,75.89,0.0,75.89,75.89,Card,Store
T000326,2026-05-18 10:26:16,S001,P0002,5,70.73,17.68,353.65,335.97,Cash,Store
T000327,2026-05-04 19:05:32,S007,P0065,2,32.67,0.0,65.34,65.34,Cash,Store
T000328,2026-05-09 12:54:17,S004,P0031,5,133.01,99.76,665.05,565.29,Card,Store
T000329,2026-05-15 20:34:15,S002,P0051,3,92.29,27.69,276.87,249.18,Cash,Store
T000330,2026-05-21 23:39:42,S004,P0090,3,145.3,0.0,435.9,435.9,Cash,Store
T000331,2026-05-18 17:19:50,S007,P0012,4,35.08,14.03,140.32,126.29,Cash,Store
T000332,2026-05-16 15:47:53,S001,P0082,2,96.77,0.0,193.54,193.54,Wallet,Store
T000333,2026-05-02 08:21:55,S010,P0043,1,93.77,14.07,93.77,79.7,Cash,Store
T000334,2026-05-02 02:42:24,S010,P0089,4,21.03,4.21,84.12,79.91,Wallet,Store
T000335,2026-05-06 11:27:00,S009,P0036,5,14.43,0.0,72.15,72.15,Cash,Store
T000336,2026-05-03 10:53:46,S010,P0027,2,36.85,7.37,73.7,66.33,Cash,Store
T000337,2026-05-22 19:40:52,S004,P0073,5,156.93,78.47,784.65,706.18,Card,Store
T000338,2026-05-24 12:35:32,S003,P0050,1,18.16,2.72,18.16,15.44,Cash,Store
T000339,2026-05-11 22:02:00,S007,P0013,2,75.22,0.0,150.44,150.44,Wallet,Store
T000340,2026-05-21 09:57:05,S007,P0077,3,88.55,0.0,265.65,265.65,Card,Store
T000341,2026-05-13 15:43:23,S004,P0063,3,97.34,43.8,292.02,248.22,Cash,Store
T000342,2026-05-25 22:31:23,S010,P0088,4,91.35,0.0,365.4,365.4,Card,Store
T000343,2026-05-05 13:50:07,S002,P0032,1,187.28,9.36,187.28,177.92,Wallet,Store
T000344,2026-05-12 03:52:45,S003,P0082,4,96.77,19.35,387.08,367.73,Cash,Store
T000345,2026-05-25 09:49:18,S005,P0001,4,101.2,20.24,404.8,384.56,Cash,Store
T000346,2026-05-15 20:16:45,S002,P0017,2,99.39,19.88,198.78,178.9,Wallet,Store
T000347,2026-05-03 12:53:08,S007,P0066,1,137.94,0.0,137.94,137.94,Wallet,Store
T000348,2026-05-13 00:26:57,S010,P0012,5,35.08,8.77,175.4,166.63,Card,Store
T000349,2026-05-08 20:49:27,S007,P0053,1,122.01,18.3,122.01,103.71,Wallet,Store
T000350,2026-05-09 10:57:49,S007,P0022,2,90.67,0.0,181.34,181.34,Card,Store
T000351,2026-05-14 10:02:50,S003,P0064,1,32.29,0.0,32.29,32.29,Card,Store
T000352,2026-05-09 08:58:41,S008,P0039,1,23.0,1.15,23.0,21.85,Wallet,Store
T000353,2026-05-07 16:40:12,S008,P0081,5,84.16,63.12,420.8,357.68,Cash,Store
T000354,2026-05-11 22:34:49,S005,P0018,1,41.56,4.16,41.56,37.4,Card,Store
T000355,2026-05-21 21:38:28,S008,P0043,3,93.77,28.13,281.31,253.18,Cash,Store
T000356,2026-05-16 11:26:20,S006,P0039,5,23.0,0.0,115.0,115.0,Cash,Store
T000357,2026-05-19 08:49:35,S006,P0051,3,92.29,27.69,276.87,249.18,Card,Store
T000358,2026-05-04 20:31:45,S005,P0049,4,89.38,17.88,357.52,339.64,Cash,Store
T000359,2026-05-01 16:48:25,S009,P0076,2,119.43,35.83,238.86,203.03,Wallet,Store
T000360,2026-05-14 18:10:44,S008,P0027,3,36.85,0.0,110.55,110.55,Cash,Store
T000361,2026-05-22 05:36:43,S005,P0082,2,96.77,9.68,193.54,183.86,Wallet,Store
T000362,2026-05-20 17:26:54,S007,P0055,1,63.94,6.39,63.94,57.55,Wallet,Store
T000363,2026-05-18 01:20:18,S009,P0052,5,69.9,34.95,349.5,314.55,Card,Store
T000364,2026-05-04 09:02:16,S009,P0090,5,145.3,0.0,726.5,726.5,Wallet,Store
T000365,2026-05-02 20:30:22,S006,P0086,2,62.39,18.72,124.78,106.06,Wallet,Store
T000366,2026-05-04 00:23:02,S007,P0087,3,55.98,16.79,167.94,151.15,Cash,Store
T000367,2026-05-18 21:08:09,S004,P0034,5,23.19,17.39,115.95,98.56,Wallet,Store
T000368,2026-05-13 16:51:34,S004,P0074,4,59.52,11.9,238.08,226.18,Wallet,Store
T000369,2026-05-01 17:34:37,S009,P0076,2,119.43,11.94,238.86,226.92,Cash,Store
T000370,2026-05-24 05:09:29,S007,P0038,1,44.59,0.0,44.59,44.59,Card,Store
T000371,2026-05-17 17:34:58,S006,P0040,4,101.86,0.0,407.44,407.44,Card,Store
T000372,2026-05-11 02:26:44,S002,P0061,4,110.26,44.1,441.04,396.94,Card,Store
T000373,2026-05-21 03:58:54,S002,P0006,1,60.11,3.01,60.11,57.1,Wallet,Store
T000374,2026-05-18 05:49:49,S004,P0022,5,90.67,0.0,453.35,453.35,Card,Store
T000375,2026-05-13 22:55:43,S007,P0072,4,114.12,0.0,456.48,456.48,Cash,Store
T000376,2026-05-24 22:21:32,S007,P0024,4,111.14,0.0,444.56,444.56,Cash,Store
T000377,2026-05-01 07:49:13,S010,P0058,4,51.47,20.59,205.88,185.29,Cash,Store
T000378,2026-05-18 06:48:25,S002,P0036,5,14.43,0.0,72.15,72.15,Card,Store
T000379,2026-05-09 17:49:17,S004,P0042,4,36.49,0.0,145.96,145.96,Wallet,Store
T000380,2026-05-20 14:17:31,S006,P0082,5,96.77,48.39,483.85,435.46,Wallet,Store
T000381,2026-05-20 06:16:53,S006,P0015,3,153.72,46.12,461.16,415.04,Wallet,Store
T000382,2026-05-03 04:52:36,S005,P0091,5,54.63,40.97,273.15,232.18,Card,Store
T000383,2026-05-06 13:35:29,S004,P0016,3,51.68,0.0,155.04,155.04,Wallet,Store
T000384,2026-05-20 05:01:10,S009,P0019,4,114.2,45.68,456.8,411.12,Wallet,Store
T000385,2026-05-21 19:33:55,S007,P0050,2,18.16,3.63,36.32,32.69,Wallet,Store
T000386,2026-05-16 10:30:58,S003,P0083,5,41.33,0.0,206.65,206.65,Cash,Store
T000387,2026-05-02 13:04:19,S006,P0024,4,111.14,66.68,444.56,377.88,Cash,Store
T000388,2026-05-18 18:24:08,S003,P0063,2,97.34,19.47,194.68,175.21,Wallet,Store
T000389,2026-05-23 16:09:36,S007,P0064,4,32.29,12.92,129.16,116.24,Card,Store
T000390,2026-05-25 08:01:45,S002,P0022,5,90.67,0.0,453.35,453.35,Card,Store
T000391,2026-05-10 06:07:27,S005,P0005,2,47.95,14.38,95.9,81.52,Card,Store
T000392,2026-05-04 20:51:06,S008,P0073,5,156.93,117.7,784.65,666.95,Cash,Store
T000393,2026-05-25 01:30:53,S009,P0035,3,69.17,31.13,207.51,176.38,Wallet,Store
T000394,2026-05-04 23:47:58,S009,P0057,2,66.37,13.27,132.74,119.47,Cash,Store
T000395,2026-05-12 03:10:01,S001,P0039,4,23.0,4.6,92.0,87.4,Card,Store
T000396,2026-05-23 12:45:57,S004,P0016,2,51.68,15.5,103.36,87.86,Wallet,Store
T000397,2026-05-05 07:31:22,S007,P0079,2,12.41,3.72,24.82,21.1,Cash,Store
T000398,2026-05-09 21:43:51,S010,P0008,3,18.79,8.46,56.37,47.91,Wallet,Store
T000399,2026-05-19 09:44:01,S006,P0022,3,90.67,13.6,272.01,258.41,Wallet,Store
T000400,2026-05-02 10:05:49,S002,P0087,2,55.98,11.2,111.96,100.76,Wallet,Store
T000401,2026-05-23 11:43:37,S003,P0017,2,99.39,0.0,198.78,198.78,Cash,Store
T000402,2026-05-19 23:01:30,S007,P0098,4,88.52,0.0,354.08,354.08,Card,Store
T000403,2026-05-03 23:04:10,S007,P0081,4,84.16,33.66,336.64,302.98,Cash,Store
T000404,2026-05-15 17:46:08,S009,P0052,3,69.9,10.48,209.7,199.22,Card,Store
T000405,2026-05-21 13:02:32,S001,P0075,1,97.7,9.77,97.7,87.93,Cash,Store
T000406,2026-05-07 18:00:43,S007,P0069,2,173.59,34.72,347.18,312.46,Card,Store
T000407,2026-05-19 04:45:17,S005,P0042,3,36.49,16.42,109.47,93.05,Wallet,Store
T000408,2026-05-04 22:47:54,S006,P0063,1,97.34,0.0,97.34,97.34,Card,Store
T000409,2026-05-15 00:01:28,S002,P0003,2,61.31,12.26,122.62,110.36,Card,Store
T000410,2026-05-09 03:23:54,S003,P0026,3,65.35,0.0,196.05,196.05,Wallet,Store
T000411,2026-05-22 23:37:34,S005,P0047,1,57.17,2.86,57.17,54.31,Cash,Store
T000412,2026-05-14 23:51:55,S007,P0007,3,144.34,0.0,433.02,433.02,Cash,Store
T000413,2026-05-16 02:50:15,S002,P0091,1,54.63,0.0,54.63,54.63,Cash,Store
T000414,2026-05-01 00:17:36,S004,P0076,5,119.43,59.72,597.15,537.43,Wallet,Store
T000415,2026-05-16 02:34:43,S002,P0044,4,21.97,0.0,87.88,87.88,Cash,Store
T000416,2026-05-11 13:22:57,S002,P0050,1,18.16,0.0,18.16,18.16,Card,Store
T000417,2026-05-03 19:18:54,S007,P0018,2,41.56,0.0,83.12,83.12,Wallet,Store
T000418,2026-05-12 07:45:25,S010,P0002,2,70.73,14.15,141.46,127.31,Wallet,Store
T000419,2026-05-22 16:06:24,S003,P0096,4,134.76,80.86,539.04,458.18,Cash,Store
T000420,2026-05-19 13:58:55,S002,P0012,2,35.08,0.0,70.16,70.16,Card,Store
T000421,2026-05-09 23:28:11,S006,P0055,2,63.94,0.0,127.88,127.88,Cash,Store
T000422,2026-05-24 22:07:18,S009,P0032,5,187.28,140.46,936.4,795.94,Card,Store
T000423,2026-05-17 22:05:51,S001,P0100,3,29.71,0.0,89.13,89.13,Wallet,Store
T000424,2026-05-08 18:01:05,S007,P0025,3,95.59,0.0,286.77,286.77,Card,Store
T000425,2026-05-03 19:14:03,S004,P0015,4,153.72,92.23,614.88,522.65,Cash,Store
T000426,2026-05-19 15:19:23,S006,P0047,2,57.17,11.43,114.34,102.91,Card,Store
T000427,2026-05-01 21:23:06,S003,P0070,4,101.49,0.0,405.96,405.96,Cash,Store
T000428,2026-05-02 14:29:23,S005,P0002,2,70.73,0.0,141.46,141.46,Wallet,Store
T000429,2026-05-23 14:38:47,S009,P0037,4,50.07,20.03,200.28,180.25,Cash,Store
T000430,2026-05-05 10:06:08,S009,P0082,5,96.77,72.58,483.85,411.27,Cash,Store
T000431,2026-05-05 19:31:45,S002,P0040,5,101.86,0.0,509.3,509.3,Card,Store
T000432,2026-05-23 15:55:42,S010,P0051,1,92.29,4.61,92.29,87.68,Wallet,Store
T000433,2026-05-14 04:13:22,S001,P0031,2,133.01,0.0,266.02,266.02,Card,Store
T000434,2026-05-22 23:57:32,S010,P0079,1,12.41,0.62,12.41,11.79,Wallet,Store
T000435,2026-05-23 00:24:47,S002,P0023,1,182.66,0.0,182.66,182.66,Cash,Store
T000436,2026-05-24 09:26:20,S006,P0064,5,32.29,24.22,161.45,137.23,Cash,Store
T000437,2026-05-25 01:04:07,S003,P0048,3,28.68,0.0,86.04,86.04,Card,Store
T000438,2026-05-09 20:59:42,S005,P0055,5,63.94,0.0,319.7,319.7,Wallet,Store
T000439,2026-05-12 02:01:06,S008,P0010,4,184.67,110.8,738.68,627.88,Card,Store
T000440,2026-05-09 03:44:47,S003,P0073,3,156.93,0.0,470.79,470.79,Wallet,Store
T000441,2026-05-01 01:36:12,S002,P0087,2,55.98,16.79,111.96,95.17,Cash,Store
T000442,2026-05-13 05:27:51,S001,P0032,4,187.28,37.46,749.12,711.66,Cash,Store
T000443,2026-05-11 09:02:20,S009,P0005,4,47.95,0.0,191.8,191.8,Card,Store
T000444,2026-05-19 13:34:24,S006,P0093,3,14.68,0.0,44.04,44.04,Cash,Store
T000445,2026-05-17 01:40:19,S001,P0065,2,32.67,0.0,65.34,65.34,Card,Store
T000446,2026-05-11 03:08:42,S008,P0009,3,105.05,15.76,315.15,299.39,Wallet,Store
T000447,2026-05-10 20:31:39,S001,P0059,3,110.73,0.0,332.19,332.19,Card,Store
T000448,2026-05-12 21:32:34,S010,P0095,2,181.52,36.3,363.04,326.74,Card,Store
T000449,2026-05-05 00:13:55,S004,P0099,5,44.46,0.0,222.3,222.3,Card,Store
T000450,2026-05-21 00:20:57,S004,P0004,5,44.1,11.03,220.5,209.47,Card,Store
T000451,2026-05-07 19:17:23,S007,P0001,3,101.2,0.0,303.6,303.6,Cash,Store
T000452,2026-05-23 10:11:17,S008,P0054,1,38.48,0.0,38.48,38.48,Cash,Store
T000453,2026-05-23 13:33:43,S004,P0006,5,60.11,30.06,300.55,270.49,Card,Store
T000454,2026-05-17 04:51:39,S002,P0096,5,134.76,0.0,673.8,673.8,Wallet,Store
T000455,2026-05-02 15:50:14,S002,P0051,5,92.29,69.22,461.45,392.23,Wallet,Store
T000456,2026-05-11 14:18:25,S004,P0017,3,99.39,14.91,298.17,283.26,Wallet,Store
T000457,2026-05-09 08:30:19,S006,P0095,3,181.52,54.46,544.56,490.1,Cash,Store
T000458,2026-05-05 03:50:48,S003,P0026,5,65.35,0.0,326.75,326.75,Cash,Store
T000459,2026-05-04 19:30:44,S008,P0058,3,51.47,15.44,154.41,138.97,Card,Store
T000460,2026-05-15 09:38:55,S004,P0099,4,44.46,8.89,177.84,168.95,Cash,Store
T000461,2026-05-02 07:49:43,S003,P0012,3,35.08,15.79,105.24,89.45,Card,Store
T000462,2026-05-13 18:41:40,S002,P0019,2,114.2,11.42,228.4,216.98,Cash,Store
T000463,2026-05-01 14:43:24,S005,P0087,3,55.98,0.0,167.94,167.94,Card,Store
T000464,2026-05-15 03:42:37,S009,P0072,2,114.12,0.0,228.24,228.24,Cash,Store
T000465,2026-05-05 07:12:49,S001,P0016,1,51.68,0.0,51.68,51.68,Card,Store
T000466,2026-05-09 02:43:48,S002,P0048,5,28.68,21.51,143.4,121.89,Cash,Store
T000467,2026-05-03 12:04:16,S004,P0009,4,105.05,0.0,420.2,420.2,Cash,Store
T000468,2026-05-19 15:46:14,S008,P0006,1,60.11,0.0,60.11,60.11,Wallet,Store
T000469,2026-05-22 15:32:03,S008,P0051,1,92.29,9.23,92.29,83.06,Cash,Store
T000470,2026-05-09 16:14:19,S004,P0046,2,24.33,2.43,48.66,46.23,Cash,Store
T000471,2026-05-08 23:34:00,S010,P0005,5,47.95,35.96,239.75,203.79,Card,Store
T000472,2026-05-02 03:11:37,S007,P0064,5,32.29,16.14,161.45,145.31,Card,Store
T000473,2026-05-21 19:08:39,S003,P0050,4,18.16,0.0,72.64,72.64,Cash,Store
T000474,2026-05-23 13:04:29,S009,P0081,1,84.16,8.42,84.16,75.74,Card,Store
T000475,2026-05-17 11:42:33,S008,P0070,3,101.49,45.67,304.47,258.8,Card,Store
T000476,2026-05-20 07:58:27,S003,P0035,1,69.17,3.46,69.17,65.71,Cash,Store
T000477,2026-05-17 13:00:49,S005,P0100,1,29.71,2.97,29.71,26.74,Wallet,Store
T000478,2026-05-22 08:46:48,S003,P0030,1,137.6,0.0,137.6,137.6,Card,Store
T000479,2026-05-13 12:55:04,S001,P0069,2,173.59,52.08,347.18,295.1,Cash,Store
T000480,2026-05-24 13:03:46,S004,P0023,5,182.66,45.66,913.3,867.64,Wallet,Store
T000481,2026-05-05 20:30:07,S006,P0004,5,44.1,33.07,220.5,187.43,Cash,Store
T000482,2026-05-16 01:22:55,S009,P0064,3,32.29,0.0,96.87,96.87,Cash,Store
T000483,2026-05-01 19:10:02,S004,P0008,5,18.79,0.0,93.95,93.95,Card,Store
T000484,2026-05-05 12:24:23,S006,P0001,5,101.2,0.0,506.0,506.0,Wallet,Store
T000485,2026-05-05 21:21:28,S006,P0023,1,182.66,0.0,182.66,182.66,Wallet,Store
T000486,2026-05-03 13:36:07,S002,P0019,5,114.2,28.55,571.0,542.45,Wallet,Store
T000487,2026-05-11 10:59:12,S007,P0085,5,75.89,0.0,379.45,379.45,Card,Store
T000488,2026-05-21 11:33:06,S003,P0018,4,41.56,16.62,166.24,149.62,Cash,Store
T000489,2026-05-08 21:26:34,S009,P0091,5,54.63,13.66,273.15,259.49,Cash,Store
T000490,2026-05-06 00:03:55,S005,P0049,3,89.38,0.0,268.14,268.14,Wallet,Store
T000491,2026-05-06 21:55:56,S007,P0074,5,59.52,0.0,297.6,297.6,Card,Store
T000492,2026-05-16 05:07:14,S004,P0079,5,12.41,0.0,62.05,62.05,Card,Store
T000493,2026-05-11 06:06:45,S002,P0096,2,134.76,13.48,269.52,256.04,Wallet,Store
T000494,2026-05-09 07:38:03,S006,P0012,4,35.08,0.0,140.32,140.32,Cash,Store
T000495,2026-05-04 00:02:47,S002,P0089,3,21.03,3.15,63.09,59.94,Cash,Store
T000496,2026-05-14 17:57:09,S008,P0050,4,18.16,0.0,72.64,72.64,Card,Store
T000497,2026-05-16 21:02:46,S009,P0045,4,33.79,0.0,135.16,135.16,Wallet,Store
T000498,2026-05-03 01:12:59,S004,P0098,2,88.52,17.7,177.04,159.34,Card,Store
T000499,2026-05-03 12:26:41,S006,P0003,3,61.31,0.0,183.93,183.93,Cash,Store
T000500,2026-05-03 12:18:15,S003,P0049,1,89.38,13.41,89.38,75.97,Wallet,Store
T000501,2026-05-21 06:00:26,S008,P0079,1,12.41,1.24,12.41,11.17,Wallet,Store
T000502,2026-05-11 07:29:01,S003,P0056,1,104.18,0.0,104.18,104.18,Cash,Store
T000503,2026-05-22 10:14:59,S009,P0053,5,122.01,30.5,610.05,579.55,Card,Store
T000504,2026-05-19 20:00:45,S002,P0031,1,133.01,13.3,133.01,119.71,Card,Store
T000505,2026-05-14 03:11:25,S001,P0020,3,53.57,0.0,160.71,160.71,Card,Store
T000506,2026-05-04 00:56:13,S010,P0085,4,75.89,0.0,303.56,303.56,Cash,Store
T000507,2026-05-04 11:13:36,S005,P0022,1,90.67,9.07,90.67,81.6,Card,Store
T000508,2026-05-21 19:48:39,S008,P0061,3,110.26,0.0,330.78,330.78,Card,Store
T000509,2026-05-06 16:13:48,S006,P0024,4,111.14,22.23,444.56,422.33,Cash,Store
T000510,2026-05-08 09:46:40,S008,P0034,4,23.19,4.64,92.76,88.12,Wallet,Store
T000511,2026-05-22 12:31:01,S003,P0008,1,18.79,0.0,18.79,18.79,Wallet,Store
T000512,2026-05-02 14:05:38,S010,P0053,2,122.01,36.6,244.02,207.42,Wallet,Store
T000513,2026-05-08 17:20:24,S009,P0054,4,38.48,23.09,153.92,130.83,Card,Store
T000514,2026-05-19 18:49:00,S007,P0011,1,90.41,13.56,90.41,76.85,Wallet,Store
T000515,2026-05-25 16:20:56,S010,P0087,2,55.98,0.0,111.96,111.96,Cash,Store
T000516,2026-05-02 15:24:52,S004,P0022,2,90.67,0.0,181.34,181.34,Cash,Store
T000517,2026-05-20 09:23:21,S007,P0088,2,91.35,0.0,182.7,182.7,Card,Store
T000518,2026-05-18 14:28:02,S002,P0094,1,138.97,13.9,138.97,125.07,Wallet,Store
T000519,2026-05-01 22:41:05,S005,P0042,5,36.49,18.25,182.45,164.2,Wallet,Store
T000520,2026-05-05 05:23:44,S007,P0067,1,14.66,1.47,14.66,13.19,Wallet,Store
T000521,2026-05-19 03:40:37,S010,P0076,1,119.43,0.0,119.43,119.43,Card,Store
T000522,2026-05-13 23:50:24,S006,P0069,4,173.59,34.72,694.36,659.64,Card,Store
T000523,2026-05-06 10:01:39,S010,P0074,4,59.52,0.0,238.08,238.08,Card,Store
T000524,2026-05-02 14:24:37,S010,P0019,5,114.2,57.1,571.0,513.9,Card,Store
T000525,2026-05-09 13:33:36,S004,P0089,1,21.03,2.1,21.03,18.93,Cash,Store
T000526,2026-05-16 03:34:33,S005,P0044,3,21.97,3.3,65.91,62.61,Cash,Store
T000527,2026-05-09 15:10:27,S005,P0018,4,41.56,8.31,166.24,157.93,Wallet,Store
T000528,2026-05-07 14:49:28,S002,P0083,2,41.33,8.27,82.66,74.39,Wallet,Store
T000529,2026-05-17 05:47:16,S009,P0063,3,97.34,0.0,292.02,292.02,Cash,Store
T000530,2026-05-25 19:05:19,S009,P0040,4,101.86,0.0,407.44,407.44,Wallet,Store
T000531,2026-05-02 09:05:01,S003,P0004,2,44.1,0.0,88.2,88.2,Cash,Store
T000532,2026-05-09 13:24:40,S001,P0059,3,110.73,0.0,332.19,332.19,Card,Store
T000533,2026-05-08 13:33:39,S007,P0065,1,32.67,0.0,32.67,32.67,Card,Store
T000534,2026-05-19 20:04:24,S008,P0077,2,88.55,17.71,177.1,159.39,Card,Store
T000535,2026-05-10 00:59:57,S003,P0045,3,33.79,0.0,101.37,101.37,Card,Store
T000536,2026-05-08 23:34:13,S003,P0007,5,144.34,0.0,721.7,721.7,Cash,Store
T000537,2026-05-17 00:43:48,S004,P0087,3,55.98,16.79,167.94,151.15,Wallet,Store
T000538,2026-05-20 00:18:29,S008,P0002,2,70.73,0.0,141.46,141.46,Cash,Store
T000539,2026-05-14 13:42:25,S010,P0033,3,74.69,11.2,224.07,212.87,Card,Store
T000540,2026-05-10 18:57:21,S005,P0059,2,110.73,22.15,221.46,199.31,Wallet,Store
T000541,2026-05-17 13:37:31,S010,P0051,1,92.29,0.0,92.29,92.29,Wallet,Store
T000542,2026-05-10 03:56:09,S010,P0083,5,41.33,10.33,206.65,196.32,Card,Store
T000543,2026-05-09 09:30:29,S006,P0009,3,105.05,15.76,315.15,299.39,Wallet,Store
T000544,2026-05-17 08:44:56,S005,P0092,2,103.99,0.0,207.98,207.98,Cash,Store
T000545,2026-05-24 00:55:36,S007,P0077,3,88.55,0.0,265.65,265.65,Wallet,Store
T000546,2026-05-13 14:08:11,S005,P0064,3,32.29,9.69,96.87,87.18,Wallet,Store
T000547,2026-05-11 08:05:45,S010,P0005,5,47.95,0.0,239.75,239.75,Wallet,Store
T000548,2026-05-10 06:11:20,S008,P0069,3,173.59,78.12,520.77,442.65,Wallet,Store
T000549,2026-05-16 04:39:29,S003,P0072,3,114.12,0.0,342.36,342.36,Wallet,Store
T000550,2026-05-21 03:15:04,S009,P0034,2,23.19,2.32,46.38,44.06,Cash,Store
T000551,2026-05-11 13:31:57,S004,P0046,3,24.33,7.3,72.99,65.69,Card,Store
T000552,2026-05-16 01:57:15,S005,P0075,4,97.7,0.0,390.8,390.8,Wallet,Store
T000553,2026-05-16 07:04:59,S010,P0075,5,97.7,0.0,488.5,488.5,Wallet,Store
T000554,2026-05-14 01:58:06,S007,P0016,5,51.68,12.92,258.4,245.48,Cash,Store
T000555,2026-05-19 16:39:34,S004,P0018,3,41.56,12.47,124.68,112.21,Cash,Store
T000556,2026-05-11 22:58:30,S003,P0041,1,62.42,6.24,62.42,56.18,Cash,Store
T000557,2026-05-09 07:37:24,S001,P0041,1,62.42,6.24,62.42,56.18,Cash,Store
T000558,2026-05-05 22:22:21,S003,P0074,4,59.52,0.0,238.08,238.08,Card,Store
T000559,2026-05-16 13:57:22,S007,P0082,4,96.77,38.71,387.08,348.37,Cash,Store
T000560,2026-05-01 11:43:53,S009,P0005,2,47.95,4.8,95.9,91.1,Wallet,Store
T000561,2026-05-08 12:32:14,S001,P0025,1,95.59,0.0,95.59,95.59,Card,Store
T000562,2026-05-19 11:08:43,S002,P0017,4,99.39,59.63,397.56,337.93,Cash,Store
T000563,2026-05-15 18:56:35,S001,P0009,3,105.05,15.76,315.15,299.39,Wallet,Store
T000564,2026-05-11 17:50:48,S006,P0068,4,119.82,0.0,479.28,479.28,Card,Store
T000565,2026-05-01 08:18:59,S004,P0097,2,40.86,8.17,81.72,73.55,Cash,Store
T000566,2026-05-19 18:22:23,S003,P0094,2,138.97,0.0,277.94,277.94,Cash,Store
T000567,2026-05-21 09:18:46,S006,P0016,1,51.68,5.17,51.68,46.51,Wallet,Store
