SnapshotDate,StoreID,ProductID,StockOnHand,ReservedQty,AvailableQty,ReorderPoint,SafetyStock
2026-05-25,S006,P0078,62,27,35,48,18
2026-05-25,S006,P0079,127,11,116,43,29
2026-05-25,S006,P0080,243,16,227,41,31
2026-05-25,S006,P0081,96,0,96,55,40
2026-05-25,S006,P0082,164,0,164,55,21
2026-05-25,S006,P0083,23,25,-2,35,31
2026-05-25,S006,P0084,227,7,220,53,25
2026-05-25,S006,P0085,204,23,181,54,35
2026-05-25,S006,P0086,41,11,30,42,40
2026-05-25,S006,P0087,243,21,222,59,38
2026-05-25,S006,P0088,51,23,28,39,19
2026-05-25,S006,P0089,99,22,77,24,37
2026-05-25,S006,P0090,266,28,238,51,35
2026-05-25,S006,P0091,258,1,257,23,25
2026-05-25,S006,P0092,44,9,35,58,27
2026-05-25,S006,P0093,239,5,234,43,40
2026-05-25,S006,P0094,59,15,44,57,27
2026-05-25,S006,P0095,123,7,116,28,15
2026-05-25,S006,P0096,45,3,42,42,32
2026-05-25,S006,P0097,14,5,9,35,38
2026-05-25,S006,P0098,196,24,172,32,17
2026-05-25,S006,P0099,131,21,110,45,40
2026-05-25,S006,P0100,63,21,42,23,39
2026-05-25,S007,P0001,273,20,253,46,12
2026-05-25,S007,P0002,170,27,143,29,39
2026-05-25,S007,P0003,294,24,270,53,12
2026-05-25,S007,P0004,175,12,163,60,33
2026-05-25,S007,P0005,195,20,175,56,35
2026-05-25,S007,P0006,287,30,257,42,35
2026-05-25,S007,P0007,119,7,112,31,13
2026-05-25,S007,P0008,148,2,146,22,12
2026-05-25,S007,P0009,174,23,151,52,39
2026-05-25,S007,P0010,96,23,73,22,28
2026-05-25,S007,P0011,188,4,184,35,40
2026-05-25,S007,P0012,194,18,176,15,19
2026-05-25,S007,P0013,31,18,13,49,16
2026-05-25,S007,P0014,198,13,185,35,34
2026-05-25,S007,P0015,186,25,161,58,39
2026-05-25,S007,P0016,64,16,48,57,29
2026-05-25,S007,P0017,113,3,110,40,10
2026-05-25,S007,P0018,275,27,248,44,20
2026-05-25,S007,P0019,74,26,48,33,36
2026-05-25,S007,P0020,112,15,97,58,24
2026-05-25,S007,P0021,75,19,56,33,14
2026-05-25,S007,P0022,17,19,-2,35,19
2026-05-25,S007,P0023,257,22,235,22,18
2026-05-25,S007,P0024,293,15,278,55,36
2026-05-25,S007,P0025,110,15,95,33,32
2026-05-25,S007,P0026,192,1,191,36,14
2026-05-25,S007,P0027,107,27,80,29,32
2026-05-25,S007,P0028,26,29,-3,26,37
2026-05-25,S007,P0029,249,23,226,40,19
2026-05-25,S007,P0030,81,0,81,50,22
2026-05-25,S007,P0031,172,13,159,58,25
2026-05-25,S007,P0032,178,24,154,40,22
2026-05-25,S007,P0033,36,16,20,33,19
2026-05-25,S007,P0034,99,22,77,50,22
2026-05-25,S007,P0035,49,4,45,35,34
2026-05-25,S007,P0036,297,27,270,18,37
2026-05-25,S007,P0037,155,14,141,56,15
2026-05-25,S007,P0038,295,4,291,43,32
2026-05-25,S007,P0039,247,9,238,24,16
2026-05-25,S007,P0040,111,25,86,27,33
2026-05-25,S007,P0041,4,11,-7,51,13
2026-05-25,S007,P0042,75,12,63,42,31
2026-05-25,S007,P0043,86,29,57,18,13
2026-05-25,S007,P0044,182,15,167,26,40
2026-05-25,S007,P0045,26,3,23,47,30
2026-05-25,S007,P0046,173,18,155,42,14
2026-05-25,S007,P0047,206,7,199,17,13
2026-05-25,S007,P0048,123,12,111,46,19
2026-05-25,S007,P0049,88,20,68,39,34
2026-05-25,S007,P0050,45,24,21,44,37
2026-05-25,S007,P0051,195,8,187,55,30
2026-05-25,S007,P0052,227,11,216,15,13
2026-05-25,S007,P0053,59,2,57,22,25
2026-05-25,S007,P0054,260,7,253,16,28
2026-05-25,S007,P0055,293,18,275,45,18
2026-05-25,S007,P0056,48,25,23,52,15
2026-05-25,S007,P0057,196,15,181,56,32
2026-05-25,S007,P0058,222,9,213,51,14
2026-05-25,S007,P0059,50,10,40,19,32
2026-05-25,S007,P0060,275,5,270,40,36
2026-05-25,S007,P0061,10,12,-2,50,36
2026-05-25,S007,P0062,274,25,249,48,25
2026-05-25,S007,P0063,32,16,16,52,27
2026-05-25,S007,P0064,63,24,39,28,40
2026-05-25,S007,P0065,60,5,55,53,32
2026-05-25,S007,P0066,92,0,92,50,24
2026-05-25,S007,P0067,160,3,157,17,14
2026-05-25,S007,P0068,294,6,288,56,15
2026-05-25,S007,P0069,44,17,27,31,37
2026-05-25,S007,P0070,17,2,15,22,26
2026-05-25,S007,P0071,152,11,141,49,15
2026-05-25,S007,P0072,216,30,186,57,10
2026-05-25,S007,P0073,127,9,118,17,40
2026-05-25,S007,P0074,265,28,237,33,31
2026-05-25,S007,P0075,273,14,259,23,28
2026-05-25,S007,P0076,251,22,229,35,26
2026-05-25,S007,P0077,180,19,161,49,26
2026-05-25,S007,P0078,107,22,85,21,31
2026-05-25,S007,P0079,22,7,15,17,16
2026-05-25,S007,P0080,72,9,63,28,40
2026-05-25,S007,P0081,68,19,49,50,16
2026-05-25,S007,P0082,183,8,175,23,33
2026-05-25,S007,P0083,216,2,214,50,18
2026-05-25,S007,P0084,133,12,121,56,38
2026-05-25,S007,P0085,83,12,71,44,12
2026-05-25,S007,P0086,130,21,109,42,40
2026-05-25,S007,P0087,73,17,56,28,12
2026-05-25,S007,P0088,137,20,117,59,30
2026-05-25,S007,P0089,98,22,76,38,28
2026-05-25,S007,P0090,261,19,242,25,23
2026-05-25,S007,P0091,78,10,68,42,22
2026-05-25,S007,P0092,13,30,-17,53,17
2026-05-25,S007,P0093,39,8,31,22,27
2026-05-25,S007,P0094,56,21,35,50,23
2026-05-25,S007,P0095,33,10,23,55,12
2026-05-25,S007,P0096,185,29,156,36,34
2026-05-25,S007,P0097,139,4,135,29,18
2026-05-25,S007,P0098,5,3,2,39,17
2026-05-25,S007,P0099,193,30,163,21,35
2026-05-25,S007,P0100,63,5,58,48,33
2026-05-25,S008,P0001,156,18,138,46,13
2026-05-25,S008,P0002,270,11,259,59,28
2026-05-25,S008,P0003,144,17,127,32,29
2026-05-25,S008,P0004,50,28,22,18,15
2026-05-25,S008,P0005,162,30,132,39,15
2026-05-25,S008,P0006,176,25,151,58,40
2026-05-25,S008,P0007,272,17,255,53,38
2026-05-25,S008,P0008,206,15,191,52,14
2026-05-25,S008,P0009,132,0,132,58,26
2026-05-25,S008,P0010,79,21,58,23,14
2026-05-25,S008,P0011,193,18,175,32,11
2026-05-25,S008,P0012,189,22,167,30,31
2026-05-25,S008,P0013,214,22,192,44,15
2026-05-25,S008,P0014,224,11,213,44,26
2026-05-25,S008,P0015,146,8,138,42,26
2026-05-25,S008,P0016,117,9,108,55,37
2026-05-25,S008,P0017,44,30,14,34,23
2026-05-25,S008,P0018,160,27,133,20,30
2026-05-25,S008,P0019,40,2,38,30,40
2026-05-25,S008,P0020,47,5,42,51,11
2026-05-25,S008,P0021,43,23,20,33,27
2026-05-25,S008,P0022,252,25,227,15,40
2026-05-25,S008,P0023,217,21,196,47,39
2026-05-25,S008,P0024,69,15,54,46,26
2026-05-25,S008,P0025,272,22,250,22,22
2026-05-25,S008,P0026,7,19,-12,27,39
2026-05-25,S008,P0027,3,22,-19,42,32
2026-05-25,S008,P0028,273,23,250,37,17
2026-05-25,S008,P0029,270,21,249,53,11
2026-05-25,S008,P0030,229,30,199,25,31
2026-05-25,S008,P0031,268,28,240,29,15
2026-05-25,S008,P0032,38,11,27,23,26
2026-05-25,S008,P0033,180,30,150,18,23
2026-05-25,S008,P0034,253,12,241,25,21
2026-05-25,S008,P0035,57,10,47,58,17
2026-05-25,S008,P0036,276,27,249,22,19
2026-05-25,S008,P0037,153,15,138,33,18
2026-05-25,S008,P0038,109,0,109,55,28
2026-05-25,S008,P0039,201,6,195,34,39
2026-05-25,S008,P0040,263,26,237,17,39
2026-05-25,S008,P0041,237,28,209,54,37
2026-05-25,S008,P0042,249,1,248,37,10
2026-05-25,S008,P0043,235,10,225,34,21
2026-05-25,S008,P0044,54,0,54,37,38
2026-05-25,S008,P0045,95,12,83,37,10
2026-05-25,S008,P0046,51,13,38,46,16
2026-05-25,S008,P0047,43,16,27,47,38
2026-05-25,S008,P0048,78,13,65,22,39
2026-05-25,S008,P0049,249,0,249,24,34
2026-05-25,S008,P0050,128,7,121,45,22
2026-05-25,S008,P0051,191,9,182,38,23
2026-05-25,S008,P0052,93,17,76,32,13
2026-05-25,S008,P0053,224,21,203,43,15
2026-05-25,S008,P0054,71,11,60,42,10
2026-05-25,S008,P0055,183,28,155,60,16
2026-05-25,S008,P0056,56,6,50,33,11
2026-05-25,S008,P0057,68,12,56,41,33
2026-05-25,S008,P0058,169,28,141,17,15
2026-05-25,S008,P0059,101,30,71,45,40
2026-05-25,S008,P0060,136,3,133,41,25
2026-05-25,S008,P0061,281,15,266,58,32
2026-05-25,S008,P0062,65,10,55,40,26
2026-05-25,S008,P0063,199,4,195,22,40
2026-05-25,S008,P0064,55,25,30,16,14
2026-05-25,S008,P0065,79,11,68,47,10
2026-05-25,S008,P0066,121,1,120,58,36
2026-05-25,S008,P0067,175,13,162,53,33
2026-05-25,S008,P0068,4,13,-9,45,19
2026-05-25,S008,P0069,144,15,129,20,34
2026-05-25,S008,P0070,219,7,212,54,14
2026-05-25,S008,P0071,261,5,256,30,18
2026-05-25,S008,P0072,58,27,31,31,32
2026-05-25,S008,P0073,126,21,105,42,16
2026-05-25,S008,P0074,242,22,220,21,32
2026-05-25,S008,P0075,257,19,238,26,16
2026-05-25,S008,P0076,76,7,69,22,14
2026-05-25,S008,P0077,205,1,204,32,16
2026-05-25,S008,P0078,74,13,61,16,29
2026-05-25,S008,P0079,102,2,100,18,22
2026-05-25,S008,P0080,208,16,192,34,32
2026-05-25,S008,P0081,118,7,111,36,23
2026-05-25,S008,P0082,245,1,244,47,23
2026-05-25,S008,P0083,26,9,17,22,18
2026-05-25,S008,P0084,186,8,178,37,32
2026-05-25,S008,P0085,214,7,207,35,38
2026-05-25,S008,P0086,24,5,19,17,10
2026-05-25,S008,P0087,26,21,5,35,16
2026-05-25,S008,P0088,146,15,131,32,39
2026-05-25,S008,P0089,51,13,38,26,18
2026-05-25,S008,P0090,251,11,240,36,19
2026-05-25,S008,P0091,57,3,54,57,10
2026-05-25,S008,P0092,282,24,258,23,20
2026-05-25,S008,P0093,184,23,161,38,33
2026-05-25,S008,P0094,270,19,251,38,17
2026-05-25,S008,P0095,141,6,135,52,22
2026-05-25,S008,P0096,44,28,16,21,14
2026-05-25,S008,P0097,61,1,60,52,40
2026-05-25,S008,P0098,97,6,91,60,24
2026-05-25,S008,P0099,50,2,48,49,29
2026-05-25,S008,P0100,175,9,166,45,34
2026-05-25,S009,P0001,103,17,86,24,11
2026-05-25,S009,P0002,65,6,59,41,27
2026-05-25,S009,P0003,129,28,101,50,21
2026-05-25,S009,P0004,187,14,173,55,32
2026-05-25,S009,P0005,60,29,31,42,12
2026-05-25,S009,P0006,247,13,234,48,39
2026-05-25,S009,P0007,257,25,232,16,15
2026-05-25,S009,P0008,140,22,118,23,19
2026-05-25,S009,P0009,23,30,-7,51,11
2026-05-25,S009,P0010,97,23,74,40,25
2026-05-25,S009,P0011,272,27,245,47,12
2026-05-25,S009,P0012,84,14,70,47,22
2026-05-25,S009,P0013,287,24,263,39,22
2026-05-25,S009,P0014,139,6,133,26,10
2026-05-25,S009,P0015,81,18,63,28,28
2026-05-25,S009,P0016,4,28,-24,47,24
2026-05-25,S009,P0017,257,22,235,48,18
2026-05-25,S009,P0018,155,27,128,29,19
2026-05-25,S009,P0019,137,17,120,22,15
2026-05-25,S009,P0020,114,1,113,49,17
2026-05-25,S009,P0021,149,1,148,55,14
2026-05-25,S009,P0022,142,29,113,23,18
2026-05-25,S009,P0023,26,20,6,30,36
2026-05-25,S009,P0024,107,17,90,22,10
2026-05-25,S009,P0025,177,20,157,53,21
2026-05-25,S009,P0026,166,2,164,60,38
2026-05-25,S009,P0027,281,8,273,23,23
2026-05-25,S009,P0028,150,10,140,18,30
2026-05-25,S009,P0029,5,26,-21,37,17
2026-05-25,S009,P0030,143,5,138,31,10
2026-05-25,S009,P0031,275,21,254,52,13
2026-05-25,S009,P0032,195,30,165,56,18
2026-05-25,S009,P0033,282,6,276,43,17
2026-05-25,S009,P0034,166,8,158,28,28
2026-05-25,S009,P0035,202,4,198,43,17
2026-05-25,S009,P0036,222,11,211,24,38
2026-05-25,S009,P0037,245,2,243,46,15
2026-05-25,S009,P0038,235,5,230,26,16
2026-05-25,S009,P0039,291,15,276,26,30
2026-05-25,S009,P0040,144,0,144,34,15
2026-05-25,S009,P0041,90,26,64,40,31
2026-05-25,S009,P0042,96,2,94,24,12
2026-05-25,S009,P0043,218,7,211,44,39
2026-05-25,S009,P0044,206,3,203,48,14
2026-05-25,S009,P0045,6,19,-13,21,22
2026-05-25,S009,P0046,196,0,196,22,36
2026-05-25,S009,P0047,6,24,-18,56,39
2026-05-25,S009,P0048,22,4,18,30,34
2026-05-25,S009,P0049,42,8,34,24,40
2026-05-25,S009,P0050,6,25,-19,15,40
2026-05-25,S009,P0051,54,17,37,36,37
2026-05-25,S009,P0052,43,6,37,23,25
2026-05-25,S009,P0053,288,28,260,43,36
2026-05-25,S009,P0054,83,9,74,36,25
2026-05-25,S009,P0055,79,7,72,18,27
2026-05-25,S009,P0056,136,20,116,49,13
2026-05-25,S009,P0057,10,26,-16,17,13
2026-05-25,S009,P0058,278,9,269,21,26
2026-05-25,S009,P0059,212,4,208,15,39
2026-05-25,S009,P0060,114,0,114,29,23
2026-05-25,S009,P0061,197,4,193,37,30
2026-05-25,S009,P0062,146,7,139,58,22
2026-05-25,S009,P0063,57,15,42,25,13
2026-05-25,S009,P0064,114,3,111,33,21
2026-05-25,S009,P0065,39,19,20,36,13
2026-05-25,S009,P0066,184,29,155,20,38
2026-05-25,S009,P0067,22,19,3,24,15
2026-05-25,S009,P0068,219,16,203,36,29
2026-05-25,S009,P0069,92,21,71,42,14
2026-05-25,S009,P0070,154,19,135,33,21
2026-05-25,S009,P0071,53,8,45,46,31
2026-05-25,S009,P0072,188,29,159,31,35
2026-05-25,S009,P0073,39,25,14,15,37
2026-05-25,S009,P0074,76,24,52,56,14
2026-05-25,S009,P0075,163,4,159,39,24
2026-05-25,S009,P0076,244,26,218,19,13
2026-05-25,S009,P0077,295,13,282,32,14
2026-05-25,S009,P0078,46,10,36,23,15
2026-05-25,S009,P0079,197,11,186,35,25
2026-05-25,S009,P0080,217,15,202,59,23
2026-05-25,S009,P0081,170,4,166,56,39
2026-05-25,S009,P0082,125,12,113,41,27
2026-05-25,S009,P0083,254,17,237,49,25
2026-05-25,S009,P0084,272,17,255,29,22
2026-05-25,S009,P0085,42,18,24,60,23
2026-05-25,S009,P0086,269,18,251,59,35
2026-05-25,S009,P0087,112,22,90,20,17
2026-05-25,S009,P0088,185,0,185,28,37
2026-05-25,S009,P0089,8,11,-3,50,25
2026-05-25,S009,P0090,68,29,39,22,11
2026-05-25,S009,P0091,178,11,167,23,19
2026-05-25,S009,P0092,235,4,231,50,39
2026-05-25,S009,P0093,215,7,208,28,36
2026-05-25,S009,P0094,114,1,113,23,13
2026-05-25,S009,P0095,73,12,61,16,32
2026-05-25,S009,P0096,217,11,206,18,32
2026-05-25,S009,P0097,54,21,33,52,12
2026-05-25,S009,P0098,244,26,218,53,37
2026-05-25,S009,P0099,80,0,80,24,21
2026-05-25,S009,P0100,72,2,70,30,12
2026-05-25,S010,P0001,6,18,-12,41,14
2026-05-25,S010,P0002,93,15,78,23,33
2026-05-25,S010,P0003,270,22,248,34,25
2026-05-25,S010,P0004,210,23,187,36,24
2026-05-25,S010,P0005,6,9,-3,22,14
2026-05-25,S010,P0006,30,28,2,56,11
2026-05-25,S010,P0007,88,16,72,25,10
2026-05-25,S010,P0008,202,26,176,42,31
2026-05-25,S010,P0009,232,17,215,60,36
2026-05-25,S010,P0010,132,29,103,51,26
2026-05-25,S010,P0011,156,22,134,29,23
2026-05-25,S010,P0012,80,8,72,20,26
2026-05-25,S010,P0013,193,30,163,23,33
2026-05-25,S010,P0014,108,12,96,54,11
2026-05-25,S010,P0015,112,12,100,26,36
2026-05-25,S010,P0016,286,19,267,19,36
2026-05-25,S010,P0017,239,15,224,35,30
2026-05-25,S010,P0018,207,26,181,39,15
2026-05-25,S010,P0019,27,25,2,38,30
2026-05-25,S010,P0020,217,6,211,32,13
2026-05-25,S010,P0021,53,2,51,38,29
2026-05-25,S010,P0022,171,0,171,30,19
2026-05-25,S010,P0023,83,17,66,21,12
2026-05-25,S010,P0024,108,19,89,15,34
2026-05-25,S010,P0025,158,6,152,50,16
2026-05-25,S010,P0026,16,7,9,32,12
2026-05-25,S010,P0027,291,18,273,17,28
2026-05-25,S010,P0028,247,1,246,18,20
2026-05-25,S010,P0029,47,30,17,34,10
2026-05-25,S010,P0030,182,24,158,33,40
2026-05-25,S010,P0031,203,16,187,27,20
2026-05-25,S010,P0032,200,23,177,37,14
2026-05-25,S010,P0033,49,10,39,41,38
2026-05-25,S010,P0034,257,3,254,47,35
2026-05-25,S010,P0035,76,0,76,52,35
2026-05-25,S010,P0036,195,15,180,52,37
2026-05-25,S010,P0037,19,9,10,25,14
2026-05-25,S010,P0038,237,2,235,55,12
2026-05-25,S010,P0039,118,28,90,28,35
2026-05-25,S010,P0040,72,24,48,60,15
2026-05-25,S010,P0041,256,16,240,53,30
2026-05-25,S010,P0042,267,29,238,36,24
2026-05-25,S010,P0043,67,10,57,33,21
2026-05-25,S010,P0044,220,1,219,60,34
2026-05-25,S010,P0045,198,7,191,28,29
2026-05-25,S010,P0046,38,30,8,24,28
2026-05-25,S010,P0047,254,3,251,15,14
2026-05-25,S010,P0048,158,17,141,20,25
2026-05-25,S010,P0049,48,14,34,35,15
2026-05-25,S010,P0050,151,5,146,19,18
2026-05-25,S010,P0051,295,11,284,37,12
2026-05-25,S010,P0052,36,5,31,60,34
2026-05-25,S010,P0053,235,8,227,45,18
2026-05-25,S010,P0054,226,20,206,23,40
2026-05-25,S010,P0055,63,18,45,46,11
2026-05-25,S010,P0056,186,27,159,33,22
2026-05-25,S010,P0057,209,27,182,54,39
2026-05-25,S010,P0058,66,14,52,38,26
2026-05-25,S010,P0059,160,11,149,20,31
2026-05-25,S010,P0060,211,16,195,43,18
2026-05-25,S010,P0061,21,19,2,56,11
2026-05-25,S010,P0062,125,22,103,50,10
2026-05-25,S010,P0063,79,27,52,21,19
2026-05-25,S010,P0064,192,5,187,51,22
2026-05-25,S010,P0065,37,7,30,39,37
2026-05-25,S010,P0066,236,21,215,20,21
2026-05-25,S010,P0067,238,14,224,56,27
2026-05-25,S010,P0068,238,3,235,20,15
2026-05-25,S010,P0069,55,29,26,40,34
2026-05-25,S010,P0070,221,6,215,40,20
2026-05-25,S010,P0071,33,10,23,36,29
2026-05-25,S010,P0072,248,6,242,59,33
2026-05-25,S010,P0073,243,3,240,32,24
2026-05-25,S010,P0074,19,17,2,24,40
2026-05-25,S010,P0075,240,4,236,55,16
2026-05-25,S010,P0076,163,18,145,17,29
2026-05-25,S010,P0077,194,1,193,38,35
2026-05-25,S010,P0078,220,15,205,28,11
2026-05-25,S010,P0079,108,27,81,16,40
2026-05-25,S010,P0080,216,8,208,31,30
2026-05-25,S010,P0081,90,2,88,24,12
2026-05-25,S010,P0082,140,12,128,20,19
2026-05-25,S010,P0083,231,27,204,41,26
2026-05-25,S010,P0084,109,21,88,31,15
2026-05-25,S010,P0085,27,2,25,42,20
2026-05-25,S010,P0086,152,5,147,27,21
2026-05-25,S010,P0087,214,15,199,45,27
2026-05-25,S010,P0088,82,30,52,59,23
2026-05-25,S010,P0089,181,29,152,59,28
2026-05-25,S010,P0090,199,26,173,15,27
2026-05-25,S010,P0091,101,2,99,57,28
2026-05-25,S010,P0092,74,10,64,57,36
2026-05-25,S010,P0093,162,0,162,24,38
2026-05-25,S010,P0094,234,29,205,24,25
2026-05-25,S010,P0095,162,3,159,58,23
2026-05-25,S010,P0096,134,16,118,15,24
2026-05-25,S010,P0097,64,20,44,43,30
2026-05-25,S010,P0098,296,3,293,17,16
2026-05-25,S010,P0099,96,13,83,59,27
2026-05-25,S010,P0100,85,19,66,39,16
2026-05-25,S011,P0001,178,6,172,27,31
2026-05-25,S011,P0002,295,30,265,15,21
2026-05-25,S011,P0003,186,0,186,34,38
2026-05-25,S011,P0004,157,16,141,22,32
2026-05-25,S011,P0005,255,20,235,44,23
2026-05-25,S011,P0006,210,11,199,37,36
2026-05-25,S011,P0007,277,13,264,48,34
2026-05-25,S011,P0008,171,3,168,26,24
2026-05-25,S011,P0009,219,11,208,26,27
2026-05-25,S011,P0010,83,17,66,42,22
2026-05-25,S011,P0011,145,27,118,57,32
2026-05-25,S011,P0012,223,20,203,33,32
2026-05-25,S011,P0013,50,2,48,21,12
2026-05-25,S011,P0014,8,19,-11,41,13
2026-05-25,S011,P0015,254,23,231,54,39
2026-05-25,S011,P0016,278,3,275,55,24
2026-05-25,S011,P0017,257,18,239,17,31
2026-05-25,S011,P0018,148,27,121,41,16
2026-05-25,S011,P0019,114,24,90,44,27
2026-05-25,S011,P0020,195,3,192,27,37
2026-05-25,S011,P0021,240,30,210,22,21
2026-05-25,S011,P0022,237,13,224,56,32
2026-05-25,S011,P0023,202,0,202,38,35
2026-05-25,S011,P0024,114,16,98,33,18
2026-05-25,S011,P0025,135,9,126,41,31
2026-05-25,S011,P0026,123,0,123,41,11
2026-05-25,S011,P0027,7,0,7,24,35
2026-05-25,S011,P0028,191,26,165,48,36
2026-05-25,S011,P0029,162,10,152,25,40
2026-05-25,S011,P0030,292,13,279,30,27
2026-05-25,S011,P0031,200,6,194,54,30
2026-05-25,S011,P0032,201,26,175,18,35
2026-05-25,S011,P0033,295,13,282,23,40
2026-05-25,S011,P0034,199,23,176,26,22
2026-05-25,S011,P0035,162,16,146,25,23
2026-05-25,S011,P0036,118,3,115,60,35
2026-05-25,S011,P0037,64,16,48,22,30
2026-05-25,S011,P0038,295,25,270,40,36
2026-05-25,S011,P0039,133,26,107,50,15
2026-05-25,S011,P0040,165,6,159,20,12
2026-05-25,S011,P0041,13,13,0,15,30
2026-05-25,S011,P0042,78,0,78,54,32
2026-05-25,S011,P0043,278,29,249,20,28
2026-05-25,S011,P0044,195,0,195,23,24
2026-05-25,S011,P0045,183,5,178,30,30
2026-05-25,S011,P0046,113,9,104,27,27
2026-05-25,S011,P0047,125,23,102,39,34
2026-05-25,S011,P0048,133,21,112,18,18
2026-05-25,S011,P0049,42,29,13,24,30
2026-05-25,S011,P0050,11,20,-9,52,37
2026-05-25,S011,P0051,52,3,49,44,39
2026-05-25,S011,P0052,62,3,59,24,19
2026-05-25,S011,P0053,134,28,106,26,12
2026-05-25,S011,P0054,39,15,24,38,39
2026-05-25,S011,P0055,106,12,94,21,25
2026-05-25,S011,P0056,11,13,-2,19,25
2026-05-25,S011,P0057,39,6,33,58,23
2026-05-25,S011,P0058,192,28,164,35,30
2026-05-25,S011,P0059,230,25,205,25,15
2026-05-25,S011,P0060,152,0,152,26,31
2026-05-25,S011,P0061,290,20,270,53,37
2026-05-25,S011,P0062,16,3,13,36,21
2026-05-25,S011,P0063,247,19,228,53,27
2026-05-25,S011,P0064,2,5,-3,48,33
2026-05-25,S011,P0065,130,29,101,22,16
2026-05-25,S011,P0066,15,17,-2,16,26
2026-05-25,S011,P0067,262,24,238,24,16
2026-05-25,S011,P0068,186,3,183,28,10
2026-05-25,S011,P0069,167,4,163,29,12
2026-05-25,S011,P0070,64,8,56,32,25
2026-05-25,S011,P0071,102,30,72,20,21
2026-05-25,S011,P0072,282,20,262,33,24
2026-05-25,S011,P0073,253,13,240,47,40
2026-05-25,S011,P0074,204,29,175,27,18
2026-05-25,S011,P0075,88,6,82,58,37
2026-05-25,S011,P0076,143,30,113,40,13
2026-05-25,S011,P0077,298,25,273,52,19
2026-05-25,S011,P0078,84,25,59,28,40
2026-05-25,S011,P0079,249,13,236,43,23
2026-05-25,S011,P0080,139,26,113,35,29
2026-05-25,S011,P0081,55,19,36,39,23
2026-05-25,S011,P0082,102,18,84,37,21
2026-05-25,S011,P0083,32,14,18,25,38
2026-05-25,S011,P0084,17,30,-13,47,18
2026-05-25,S011,P0085,300,13,287,33,29
2026-05-25,S011,P0086,271,11,260,40,10
2026-05-25,S011,P0087,58,5,53,35,23
2026-05-25,S011,P0088,95,11,84,30,12
2026-05-25,S011,P0089,110,21,89,38,21
2026-05-25,S011,P0090,74,24,50,35,13
2026-05-25,S011,P0091,4,10,-6,59,10
2026-05-25,S011,P0092,168,6,162,44,28
2026-05-25,S011,P0093,164,28,136,29,27
2026-05-25,S011,P0094,33,12,21,33,29
2026-05-25,S011,P0095,108,16,92,28,13
2026-05-25,S011,P0096,287,8,279,60,29
2026-05-25,S011,P0097,38,18,20,56,23
2026-05-25,S011,P0098,222,10,212,35,16
2026-05-25,S011,P0099,100,1,99,46,25
2026-05-25,S011,P0100,23,8,15,41,13
2026-05-25,W001,P0001,63,14,49,25,29
2026-05-25,W001,P0002,167,18,149,39,17
2026-05-25,W001,P0003,295,0,295,33,10
2026-05-25,W001,P0004,294,0,294,44,19
2026-05-25,W001,P0005,67,26,41,40,11
2026-05-25,W001,P0006,273,29,244,48,11
2026-05-25,W001,P0007,172,20,152,16,12
2026-05-25,W001,P0008,240,3,237,41,33
2026-05-25,W001,P0009,154,8,146,35,34
2026-05-25,W001,P0010,177,12,165,20,27
2026-05-25,W001,P0011,160,15,145,54,11
2026-05-25,W001,P0012,201,9,192,59,24
2026-05-25,W001,P0013,252,27,225,56,40
2026-05-25,W001,P0014,62,26,36,38,40
2026-05-25,W001,P0015,52,0,52,29,11
2026-05-25,W001,P0016,5,4,1,21,20
2026-05-25,W001,P0017,223,7,216,25,12
2026-05-25,W001,P0018,97,23,74,38,36
2026-05-25,W001,P0019,275,0,275,59,37
2026-05-25,W001,P0020,26,8,18,17,13
2026-05-25,W001,P0021,24,30,-6,34,12
2026-05-25,W001,P0022,135,10,125,59,29
2026-05-25,W001,P0023,194,8,186,59,15
2026-05-25,W001,P0024,70,18,52,44,13
2026-05-25,W001,P0025,64,10,54,24,34
2026-05-25,W001,P0026,299,28,271,41,30
2026-05-25,W001,P0027,228,21,207,22,26
2026-05-25,W001,P0028,270,7,263,51,25
2026-05-25,W001,P0029,250,8,242,35,34
2026-05-25,W001,P0030,247,7,240,20,18
2026-05-25,W001,P0031,151,22,129,20,21
2026-05-25,W001,P0032,285,26,259,30,31
2026-05-25,W001,P0033,105,22,83,19,12
2026-05-25,W001,P0034,253,1,252,28,10
2026-05-25,W001,P0035,110,14,96,39,16
2026-05-25,W001,P0036,249,3,246,36,16
2026-05-25,W001,P0037,270,16,254,35,34
2026-05-25,W001,P0038,159,22,137,44,30
2026-05-25,W001,P0039,78,27,51,47,13
2026-05-25,W001,P0040,66,7,59,38,22
2026-05-25,W001,P0041,231,27,204,54,26
2026-05-25,W001,P0042,103,24,79,40,16
2026-05-25,W001,P0043,35,8,27,42,15
2026-05-25,W001,P0044,157,30,127,51,30
2026-05-25,W001,P0045,52,4,48,44,38
2026-05-25,W001,P0046,54,23,31,22,17
2026-05-25,W001,P0047,8,28,-20,44,15
2026-05-25,W001,P0048,136,0,136,45,31
2026-05-25,W001,P0049,271,14,257,37,18
2026-05-25,W001,P0050,60,29,31,50,12
2026-05-25,W001,P0051,181,13,168,28,14
2026-05-25,W001,P0052,203,16,187,42,26
2026-05-25,W001,P0053,170,1,169,43,18
2026-05-25,W001,P0054,189,3,186,18,30
2026-05-25,W001,P0055,195,23,172,42,16
2026-05-25,W001,P0056,150,6,144,40,15
